created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Oct 28 22:04:45 +0000 2023;1718388356827234736;"@MUHAMMADFENDIA2 @kikysaputrii pendukung ganjar galak pendukung anies kompor pendukung prabowo gemoy";0;1;0;0;in;1686994252050714625;1718257576901742854;24thchunma;https://twitter.com/24thchunma/status/1718388356827234736
Sat Oct 28 22:03:50 +0000 2023;1718388127264547088;"@IwanDjola @BoSpot_ Ada nggak disebut Wiji Tukul atau orang yg hilang tsb pada rekomendasi pemberhentian Prabowo? Nama-nama yg ada sudah pulang semua. Di kemudian hari sebagian mereka bergabung dg Prabowo. https://t.co/3JPPsL4OP3";0;0;0;0;in;2881653068;1718178314400289098;AGoeci;https://twitter.com/AGoeci/status/1718388127264547088
Sat Oct 28 22:03:38 +0000 2023;1718388079147524456;"@prabowoisme Mantabnya Ayahbowo, yakin pemimpin muda punya tingkat semangat yg keren untuk menjawab tantangan serta pekerjaan yang kompleks.  BanyakDeklarasi MasbowoGibran Waktunya Anak Muda Tampil  #AkuRelawanPrabowoGibran @prabowo @gerindra";0;0;0;0;in;1713172657318113280;1718119053460668787;TasyaDianna;https://twitter.com/TasyaDianna/status/1718388079147524456
Sat Oct 28 22:03:38 +0000 2023;1718388075855024165;"@Fahrihamzah @titymargana Tumben ga ngendor Prabowo ri??";0;0;0;0;in;1084569967394095104;1718322622931644891;_bangagoengDuA;https://twitter.com/_bangagoengDuA/status/1718388075855024165
Sat Oct 28 22:03:06 +0000 2023;1718387942920712594;"Parpol Koalisi Prabowo Kumpul di Hambalang, Kode 'Partai Biru' Menguat - CNN Indonesia https://t.co/KeQlEBItwH #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat";0;0;10;0;in;772985986187825152;1718387942920712594;Herlina_Muachhh;https://twitter.com/Herlina_Muachhh/status/1718387942920712594
Sat Oct 28 22:03:06 +0000 2023;1718387942828442062;"Parpol Koalisi Prabowo Kumpul di Hambalang, Kode 'Partai Biru' Menguat - CNN Indonesia https://t.co/fx4uvR67eY #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat";0;0;10;0;in;4561819285;1718387942828442062;doddy_h4312;https://twitter.com/doddy_h4312/status/1718387942828442062
Sat Oct 28 22:03:05 +0000 2023;1718387941113053459;"Parpol Koalisi Prabowo Kumpul di Hambalang, Kode 'Partai Biru' Menguat - CNN Indonesia https://t.co/AvYLXevYmH #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat";0;0;10;0;in;797615281455525888;1718387941113053459;AzzrielAzaryahu;https://twitter.com/AzzrielAzaryahu/status/1718387941113053459
Sat Oct 28 22:03:04 +0000 2023;1718387933542236353;"Parpol Koalisi Prabowo Kumpul di Hambalang, Kode 'Partai Biru' Menguat - CNN Indonesia https://t.co/fPK2uZODO1 #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat";0;0;8;0;in;795445014864203777;1718387933542236353;AzhareAkiba;https://twitter.com/AzhareAkiba/status/1718387933542236353
Sat Oct 28 22:02:29 +0000 2023;1718387789451165821;"Ingat !! Prabowo tdk minta dukungan kpd para KYAI, para ULAMA dan para SANTRI. Lihat video EL Gonta! #TikTok https://t.co/nSkleaXg86";0;0;0;0;in;775524805;1718387789451165821;fariji_lacak;https://twitter.com/fariji_lacak/status/1718387789451165821
Sat Oct 28 22:02:05 +0000 2023;1718387686694912188;"@prabowoisme Kerennya Ayahbowo, percaya pemimpin muda memiliki tingkat energi yg tinggi utk mengatasi problem dan tugas yang berat.  BanyakDeklarasi MasbowoGibran Waktunya Anak Muda Tampil  #AkuRelawanPrabowoGibran @prabowo @gerindra";0;0;0;0;in;1713172331164819456;1718119053460668787;LZunayah;https://twitter.com/LZunayah/status/1718387686694912188
